Molecule,Molecular_Formula,Classification,Tot_atoms,Tot_nH_atoms,IUPAC_Name,SMILES,InChI,InChIKey,Ref_OriDB,Original_DataBase,Mode,ExpFreq_New,CCSD(T)-F12c_Freqs,CCSD(T)-F12c_ScaledFreqs,FreqRange,Region,Symmetry,Mode_Description,Mode_Description_Exp,ModeClass,Statistic,Statistic_Type,Resolution,Journal,Year,BibTex_Code,DOI,Comments
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],7,818.1928,837.96,826.898928,Low,300 - 2500,E,BH3 bend,BH3 bend,non-Stretch,60,Three STD,Rovibronic,Journal of Molecular Spectroscopy,1976,"@article{76PeLaCa,
abstract = {The $\nu$7 perpendicular band of 10BH3CO has been recorded with high resolution. A total of 678 transitions have been assigned in a spectral region of about 90 cm-1. Spectroscopic constants for the band have been derived. {\textcopyright} 1976.},
author = {P{\'{e}}pin, C. and Lambert, L. and Cabana, A.},
doi = {10.1016/0022-2852(76)90040-0},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1},
pages = {43--50},
publisher = {Academic Press},
title = {{High-resolution infrared spectrum of borine carbonyl. The $\nu$7 perpendicular band of 10BH3CO at 12 $\mu$m}},
volume = {59},
year = {1976}
}",_10.1016/0022-2852(76)90040-0,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],7,818.1928,838,826.9384,Low,300 - 2500,E,CH2 bend,CH2 wag,non-Stretch,60,Three STD,Rovibronic,Journal of Molecular Spectroscopy,1976,"@article{76PeLaCa,
abstract = {The $\nu$7 perpendicular band of 10BH3CO has been recorded with high resolution. A total of 678 transitions have been assigned in a spectral region of about 90 cm-1. Spectroscopic constants for the band have been derived. {\textcopyright} 1976.},
author = {P{\'{e}}pin, C. and Lambert, L. and Cabana, A.},
doi = {10.1016/0022-2852(76)90040-0},
issn = {1096083X},
journal = {Journal of Molecular Spectroscopy},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jan},
number = {1},
pages = {43--50},
publisher = {Academic Press},
title = {{High-resolution infrared spectrum of borine carbonyl. The $\nu$7 perpendicular band of 10BH3CO at 12 $\mu$m}},
volume = {59},
year = {1976}
}",_10.1016/0022-2852(76)90040-0,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],3,1083.1,1111.08,1080.747516,Mid,300 - 2500,A1,BH3 bend,BH3 bend,non-Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],6,1115,1144.39,1113.148153,Mid,300 - 2500,E,BH3 bend,BH3 bend,non-Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],6,1115,1144.52,1113.274604,Mid,300 - 2500,E,BH3 bend,BH3 bend,non-Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],2,2166,2207.7,2111.44428,High,300 - 2500,A1,C-O stretch + B-H stretch,C-O stretch + B-H stretch,Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],1,2387,2478.56,2370.494784,High,300 - 2500,A1,B-H stretch,B-H sym stretch,Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],5,2456,2558.29,2446.748556,High,300 - 2500,E,B-H stretch,B-H asym stretch,Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BH3CO,BH3CO,Others,6,3,Borane carbonyl,[BH3-]C#[O+],1S/CO.BH3/c1-2;/h;1H3,SJGVUIMZYFHURU-UHFFFAOYSA-N,[07MeMoRa],[1064f/122mol],5,2456,2558.4,2446.85376,High,300 - 2500,E,B-H stretch,B-H asym stretch,Stretch,-,-,Low-to-mid,The Journal of Chemical Physics,1957,"@article{57BeKeBe,
abstract = {The infrared spectra of both solid and gaseous BH3CO, 10BH3CO, BD3CO, and 10BD3CO have been obtained. In addition some observations have been made on the Raman spectra of the gaseous compounds. Fun...},
author = {Bethke, George W and {Kent Wilson}, M and BETHKEt, Orge and {KENT WILSONt}, M},
doi = {10.1063/1.1743481},
issn = {0021-9606},
journal = {The Journal of Chemical Physics},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {oct},
number = {5},
pages = {1118},
publisher = {American Institute of PhysicsAIP},
title = {{Vibrational Spectrum of Borine Carbonyl}},
url = {https://aip.scitation.org/doi/abs/10.1063/1.1743481},
volume = {26},
year = {1957}
}",_10.1063/1.1743481,NA
BO,BO,Others,2,2,Oxoboron,[B]=O,InChI=1S/BO/c1-2 ,MOWNZPNSYMGTMD-UHFFFAOYSA-N,[21UnNaOz],[824f/157mol],1,1772.861,1878.06,1826.788962,Mid,1700 - 1800,Sigma,B-O stretch,B-O stretch,Stretch,79,One STD,Rovibronic,Journal of Physics B,1985,"@article{85MeDuBr,
abstract = {The A 2 Pi j-X2 Sigma + and B2 Sigma +-X2 Sigma + transitions of BO have been analysed for the two isotopic species 11BO and 10BO. Rotational and vibrational constants have been determined with a good accuracy for the three electronic states involved. An unreported perturbation in the nu '=8 level of the A 2 Pi i state has been interpreted as due to the nu ""=20 vibrational level of the X 2 Sigma + ground state.},
author = {Melen, F. and Dubois, I. and Bredohl, H.},
doi = {10.1088/0022-3700/18/12/019},
issn = {0022-3700},
journal = {Journal of Physics B: Atomic and Molecular Physics (1968-1987)},
mendeley-groups = {PhD/5_HarmBenchmark/Freqs_refs},
month = {jun},
number = {12},
pages = {2423},
publisher = {IOP Publishing},
title = {{The A-X and B-X transitions of BO}},
url = {https://iopscience.iop.org/article/10.1088/0022-3700/18/12/019 https://iopscience.iop.org/article/10.1088/0022-3700/18/12/019/meta},
volume = {18},
year = {1985}
}",_10.1088/0022-3700/18/12/019,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],21,82,101.6,100.25888,Low,80 - 3000,A,Ring torsion,Ring torsion,non-Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],11,211,240.56,237.384608,Low,80 - 3000,A,Ring torsion,Ring torsion,non-Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],20,378,359.48,354.734864,Low,80 - 3000,A,Ring stretch,Ring stretch,non-Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],10,434,398.12,392.864816,Low,80 - 3000,A,Ring stretch,Ring stretch,non-Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],9,578,527.9,520.93172,Low,80 - 3000,A,S-S stretch,S-S sym stretch,Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
c-C2H4S3,c-C2H4S3,CHNOPS,9,5,"1,2,4-trithiolane",C1SCSS1,InChI=1S/C2H4S3/c1-3-2-5-4-1/h1-2H2,QHGFEUAAQKJXDI-UHFFFAOYSA-N,[04WiMo],[1303f/65mol],8,710,687.28,678.207904,Low,80 - 3000,B,C-S stretch,C-S sym stretch,Stretch,-,-,Low-to-mid,Journal of Physical and Chemical Reference Data,1995,"@article{95DoGu,
abstract = {The available structural parameters, fundamental frequencies and enthalpies of formation for thiirane, thiirene, thietane, 2H-thiete, 1,2-dithiete, tetrahydrothiophene, 2,3-dihydrothiophene, 2,5-dihydrothiophene, thiophene, 1,2-dithiolane, 1,3-dithiolane, 1,2.4-trithiolane, tetrahydro-2H-thiopyran, 5,6-dihydro-2H-thiopyran, 1,3-dithiane, 1,4-dithiane, 1,4-dithiin, 1,3,5-trithiane, thiepane and 1,3,5,7-tetrathiocane were critically evaluated and recommended values were selected. Molecular constants and enthalpies of formation for some of the molecules were estimated, as experimental values for these compounds are not available. Using the rigid-rotor harmonic-oscillator approximation, this information was used to calculate the chemical thermodynamic functions, Cp_, S°, -(G°-H0_)/T, H°-H0_, and the properties of formation, $\Delta$f H°, $\Delta$f G°, log Kf_, to 1500 K in the ideal gas state at a pressure of 1 bar. The contributions to the thermodynamic properties of compounds having inversion motion (thietane, 2,3- and 2,5-dihydrothiophene) or pseudo-rotation (tetrahydrothiophene) have been computed by employing a partition function formed by the summation of the inversional or pseudo-rotational energy levels. These energy levels have been calculated by solving the wave equation using appropriate potential functions. The calculated values of the thermodynamic functions are compared with those reported in other works. Comparison with experimental data, where such are available, is also presented. The thermodynamic properties for twelve of the compounds are reported for the first time. {\textcopyright} 1995, American Institute of Physics for the National Institute of Standards and Technology. All rights reserved.},
author = {Dorofeeva, O. V. and Gurvich, L. V.},
doi = {10.1063/1.555962},
issn = {15297845},
journal = {95DoGu},
keywords = {1090,DATA EVALUATION,FORMATION HEAT,HETEROCYCLIC COMPOUNDS,MOLECULAR STRUCTURE,POLYCYCLIC SULFUR HETEROCYCLES,REVIEWS,THERMODYNAMIC PROPERTIES,VIBRATIONAL STATES},
mendeley-groups = {SF_litreview},
number = {3},
pages = {1351--1375},
title = {{Ideal Gas Thermodynamic Properties of Sulphur Heterocyclic Compounds}},
volume = {24},
year = {1995}
}",_10.1063/1.555962,NA
